community,elder_type,service,elder_count_year5,monthly_times_per_person,base_price,is_emergency,theoretical_demand,theoretical_demand_rounded,actual_demand,actual_demand_rounded,satisfaction_rate_budget,theoretical_fee,actual_fee,monthly_budget,charged_theoretical_fee,reduction_alpha
D,自理,康复理疗,391.49105615139206,2.0,28.0,False,782.9821123027841,783,782.9821123027841,783,1.0,21923.499144477955,21923.499144477955,227064.8125678074,139370.81598989558,1.0
D,自理,助浴,391.49105615139206,0.0,25.0,False,0.0,0,0.0,0,1.0,0.0,0.0,227064.8125678074,139370.81598989558,1.0
D,自理,紧急救助,391.49105615139206,0.15,0.0,True,58.72365842270881,59,58.72365842270881,59,1.0,0.0,0.0,227064.8125678074,139370.81598989558,1.0
D,半失能,助餐,115.3656532172596,20.0,10.0,False,2307.3130643451923,2307,2035.0388949516598,2035,0.8819951338199513,23073.13064345192,20350.388949516597,83640.09858251321,94830.5669445874,0.8819951338199513
D,半失能,日间照料,115.3656532172596,14.0,20.0,False,1615.1191450416345,1615,1424.527226466162,1425,0.8819951338199514,32302.38290083269,28490.544529323237,83640.09858251321,94830.5669445874,0.8819951338199513
D,半失能,上门护理,115.3656532172596,6.0,30.0,False,692.1939193035577,692,610.5116684854979,611,0.8819951338199513,20765.81757910673,18315.350054564937,83640.09858251321,94830.5669445874,0.8819951338199513
D,半失能,康复理疗,115.3656532172596,4.0,28.0,False,461.4626128690384,461,407.00777899033193,407,0.8819951338199513,12920.953160333076,11396.217811729293,83640.09858251321,94830.5669445874,0.8819951338199513
D,半失能,助浴,115.3656532172596,2.0,25.0,False,230.7313064345192,231,203.50388949516596,204,0.8819951338199513,5768.28266086298,5087.597237379149,83640.09858251321,94830.5669445874,0.8819951338199513
D,半失能,紧急救助,115.3656532172596,1.0,0.0,True,115.3656532172596,115,115.3656532172596,115,1.0,0.0,0.0,83640.09858251321,94830.5669445874,0.8819951338199513
D,失能,助餐,93.76324757214805,22.0,10.0,False,2062.791446587257,2063,1485.6196676580407,1486,0.7201986754966887,20627.914465872567,14856.196676580406,81574.0253877688,113266.00306715484,0.7201986754966887
D,失能,日间照料,93.76324757214805,18.0,20.0,False,1687.738456298665,1688,1215.5070008111245,1216,0.7201986754966887,33754.7691259733,24310.14001622249,81574.0253877688,113266.00306715484,0.7201986754966887
D,失能,上门护理,93.76324757214805,12.0,30.0,False,1125.1589708657766,1125,810.3380005407497,810,0.7201986754966887,33754.7691259733,24310.140016222493,81574.0253877688,113266.00306715484,0.7201986754966887
D,失能,康复理疗,93.76324757214805,6.0,28.0,False,562.5794854328883,563,405.16900027037485,405,0.7201986754966887,15752.225592120873,11344.732007570496,81574.0253877688,113266.00306715484,0.7201986754966887
D,失能,助浴,93.76324757214805,4.0,25.0,False,375.0529902885922,375,270.11266684691657,270,0.7201986754966888,9376.324757214805,6752.8166711729145,81574.0253877688,113266.00306715484,0.7201986754966887
D,失能,紧急救助,93.76324757214805,3.0,0.0,True,281.28974271644415,281,281.28974271644415,281,1.0,0.0,0.0,81574.0253877688,113266.00306715484,0.7201986754966887
E,自理,助餐,567.6787192100539,14.0,10.0,False,7947.502068940756,7948,7947.502068940756,7948,1.0,79475.02068940755,79475.02068940755,397375.10344703775,202093.6240387792,1.0
E,自理,日间照料,567.6787192100539,8.0,20.0,False,4541.4297536804315,4541,4541.4297536804315,4541,1.0,90828.59507360862,90828.59507360862,397375.10344703775,202093.6240387792,1.0
E,自理,上门护理,567.6787192100539,0.0,30.0,False,0.0,0,0.0,0,1.0,0.0,0.0,397375.10344703775,202093.6240387792,1.0
E,自理,康复理疗,567.6787192100539,2.0,28.0,False,1135.3574384201079,1135,1135.3574384201079,1135,1.0,31790.008275763023,31790.008275763023,397375.10344703775,202093.6240387792,1.0
E,自理,助浴,567.6787192100539,0.0,25.0,False,0.0,0,0.0,0,1.0,0.0,0.0,397375.10344703775,202093.6240387792,1.0
E,自理,紧急救助,567.6787192100539,0.15,0.0,True,85.15180788150809,85,85.15180788150809,85,1.0,0.0,0.0,397375.10344703775,202093.6240387792,1.0
E,半失能,助餐,168.38872731186478,20.0,10.0,False,3367.774546237296,3368,3367.774546237296,3368,1.0,33677.74546237296,33677.74546237296,147340.1363978817,138415.53385035286,1.0
E,半失能,日间照料,168.38872731186478,14.0,20.0,False,2357.442182366107,2357,2357.442182366107,2357,1.0,47148.84364732214,47148.84364732214,147340.1363978817,138415.53385035286,1.0
E,半失能,上门护理,168.38872731186478,6.0,30.0,False,1010.3323638711887,1010,1010.3323638711887,1010,1.0,30309.970916135662,30309.970916135662,147340.1363978817,138415.53385035286,1.0
E,半失能,康复理疗,168.38872731186478,4.0,28.0,False,673.5549092474591,674,673.5549092474591,674,1.0,18859.537458928855,18859.537458928855,147340.1363978817,138415.53385035286,1.0
E,半失能,助浴,168.38872731186478,2.0,25.0,False,336.77745462372957,337,336.77745462372957,337,1.0,8419.43636559324,8419.43636559324,147340.1363978817,138415.53385035286,1.0
E,半失能,紧急救助,168.38872731186478,1.0,0.0,True,168.38872731186478,168,168.38872731186478,168,1.0,0.0,0.0,147340.1363978817,138415.53385035286,1.0
E,失能,助餐,129.53190318688098,22.0,10.0,False,2849.7018701113816,2850,2476.9759632590653,2477,0.8692052980132451,28497.018701113815,24769.759632590652,136008.49834622504,156474.53904975223,0.8692052980132451
E,失能,日间照料,129.53190318688098,18.0,20.0,False,2331.5742573638577,2332,2026.6166972119624,2027,0.8692052980132451,46631.485147277155,40532.333944239246,136008.49834622504,156474.53904975223,0.8692052980132451
E,失能,上门护理,129.53190318688098,12.0,30.0,False,1554.3828382425718,1554,1351.0777981413082,1351,0.869205298013245,46631.485147277155,40532.333944239246,136008.49834622504,156474.53904975223,0.8692052980132451
E,失能,康复理疗,129.53190318688098,6.0,28.0,False,777.1914191212859,777,675.5388990706541,676,0.869205298013245,21761.359735396007,18915.089173978315,136008.49834622504,156474.53904975223,0.8692052980132451
E,失能,助浴,129.53190318688098,4.0,25.0,False,518.1276127475239,518,450.3592660471028,450,0.8692052980132451,12953.190318688099,11258.98165117757,136008.49834622504,156474.53904975223,0.8692052980132451
E,失能,紧急救助,129.53190318688098,3.0,0.0,True,388.59570956064294,389,388.59570956064294,389,1.0,0.0,0.0,136008.49834622504,156474.53904975223,0.8692052980132451
F,自理,助餐,345.02722024382297,14.0,10.0,False,4830.381083413522,4830,4830.381083413522,4830,1.0,48303.81083413522,48303.81083413522,186314.6989316644,122829.69040680098,1.0
F,自理,日间照料,345.02722024382297,8.0,20.0,False,2760.2177619505837,2760,2760.2177619505837,2760,1.0,55204.355239011675,55204.355239011675,186314.6989316644,122829.69040680098,1.0
F,自理,上门护理,345.02722024382297,0.0,30.0,False,0.0,0,0.0,0,1.0,0.0,0.0,186314.6989316644,122829.69040680098,1.0
F,自理,康复理疗,345.02722024382297,2.0,28.0,False,690.0544404876459,690,690.0544404876459,690,1.0,19321.524333654088,19321.524333654088,186314.6989316644,122829.69040680098,1.0
F,自理,助浴,345.02722024382297,0.0,25.0,False,0.0,0,0.0,0,1.0,0.0,0.0,186314.6989316644,122829.69040680098,1.0
F,自理,紧急救助,345.02722024382297,0.15,0.0,True,51.75408303657344,52,51.75408303657344,52,1.0,0.0,0.0,186314.6989316644,122829.69040680098,1.0
F,半失能,助餐,101.166567996128,20.0,10.0,False,2023.3313599225598,2023,1661.494729863416,1661,0.8211678832116789,20233.3135992256,16614.94729863416,68287.4333973864,83158.91889281721,0.8211678832116789
F,半失能,日间照料,101.166567996128,14.0,20.0,False,1416.3319519457918,1416,1163.0463109043912,1163,0.8211678832116789,28326.639038915837,23260.926218087825,68287.4333973864,83158.91889281721,0.8211678832116789
F,半失能,上门护理,101.166567996128,6.0,30.0,False,606.999407976768,607,498.4484189590248,498,0.8211678832116789,18209.98223930304,14953.452568770745,68287.4333973864,83158.91889281721,0.8211678832116789
F,半失能,康复理疗,101.166567996128,4.0,28.0,False,404.666271984512,405,332.2989459726832,332,0.8211678832116789,11330.655615566335,9304.37048723513,68287.4333973864,83158.91889281721,0.8211678832116789
F,半失能,助浴,101.166567996128,2.0,25.0,False,202.333135992256,202,166.1494729863416,166,0.8211678832116789,5058.3283998064,4153.73682465854,68287.4333973864,83158.91889281721,0.8211678832116789
F,半失能,紧急救助,101.166567996128,1.0,0.0,True,101.166567996128,101,101.166567996128,101,1.0,0.0,0.0,68287.4333973864,83158.91889281721,0.8211678832116789
F,失能,助餐,74.93235087044887,22.0,10.0,False,1648.5117191498753,1649,1105.3762355226813,1105,0.6705298013245033,16485.117191498754,11053.762355226812,60695.20420506359,90518.27985150223,0.6705298013245033
F,失能,日间照料,74.93235087044887,18.0,20.0,False,1348.7823156680797,1349,904.398738154921,904,0.6705298013245033,26975.646313361594,18087.97476309842,60695.20420506359,90518.27985150223,0.6705298013245033
F,失能,上门护理,74.93235087044887,12.0,30.0,False,899.1882104453864,899,602.9324921032807,603,0.6705298013245033,26975.64631336159,18087.97476309842,60695.20420506359,90518.27985150223,0.6705298013245033
F,失能,康复理疗,74.93235087044887,6.0,28.0,False,449.5941052226932,450,301.4662460516403,301,0.6705298013245033,12588.63494623541,8441.05488944593,60695.20420506359,90518.27985150223,0.6705298013245033
F,失能,助浴,74.93235087044887,4.0,25.0,False,299.7294034817955,300,200.97749736776024,201,0.6705298013245033,7493.235087044887,5024.437434194006,60695.20420506359,90518.27985150223,0.6705298013245033
F,失能,紧急救助,74.93235087044887,3.0,0.0,True,224.7970526113466,225,224.7970526113466,225,1.0,0.0,0.0,60695.20420506359,90518.27985150223,0.6705298013245033
G,自理,助餐,626.407940229608,14.0,10.0,False,8769.711163214512,8770,8769.711163214512,8770,1.0,87697.11163214511,87697.11163214511,451013.7169653177,223001.22672174044,1.0
G,自理,日间照料,626.407940229608,8.0,20.0,False,5011.263521836864,5011,5011.263521836864,5011,1.0,100225.27043673728,100225.27043673728,451013.7169653177,223001.22672174044,1.0
G,自理,上门护理,626.407940229608,0.0,30.0,False,0.0,0,0.0,0,1.0,0.0,0.0,451013.7169653177,223001.22672174044,1.0
G,自理,康复理疗,626.407940229608,2.0,28.0,False,1252.815880459216,1253,1252.815880459216,1253,1.0,35078.844652858046,35078.844652858046,451013.7169653177,223001.22672174044,1.0
G,自理,助浴,626.407940229608,0.0,25.0,False,0.0,0,0.0,0,1.0,0.0,0.0,451013.7169653177,223001.22672174044,1.0
G,自理,紧急救助,626.407940229608,0.15,0.0,True,93.9611910344412,94,93.9611910344412,94,1.0,0.0,0.0,451013.7169653177,223001.22672174044,1.0
G,半失能,助餐,184.8446589279748,20.0,10.0,False,3696.893178559496,3697,3696.893178559496,3697,1.0,36968.93178559496,36968.93178559496,166360.1930351773,151942.3096387953,1.0
G,半失能,日间照料,184.8446589279748,14.0,20.0,False,2587.8252249916472,2588,2587.8252249916472,2588,1.0,51756.50449983295,51756.50449983295,166360.1930351773,151942.3096387953,1.0
G,半失能,上门护理,184.8446589279748,6.0,30.0,False,1109.0679535678487,1109,1109.0679535678487,1109,1.0,33272.03860703546,33272.03860703546,166360.1930351773,151942.3096387953,1.0
G,半失能,康复理疗,184.8446589279748,4.0,28.0,False,739.3786357118992,739,739.3786357118992,739,1.0,20702.601799933178,20702.601799933178,166360.1930351773,151942.3096387953,1.0
G,半失能,助浴,184.8446589279748,2.0,25.0,False,369.6893178559496,370,369.6893178559496,370,1.0,9242.232946398739,9242.232946398739,166360.1930351773,151942.3096387953,1.0
G,半失能,紧急救助,184.8446589279748,1.0,0.0,True,184.8446589279748,185,184.8446589279748,185,1.0,0.0,0.0,166360.1930351773,151942.3096387953,1.0
G,失能,助餐,142.67321480721697,22.0,10.0,False,3138.810725758773,3139,2806.221509784333,2806,0.8940397350993377,31388.10725758773,28062.21509784333,154087.0719917943,172349.2434871181,0.8940397350993377
G,失能,日间照料,142.67321480721697,18.0,20.0,False,2568.1178665299053,2568,2295.9994170962727,2296,0.8940397350993377,51362.357330598104,45919.988341925455,154087.0719917943,172349.2434871181,0.8940397350993377
G,失能,上门护理,142.67321480721697,12.0,30.0,False,1712.0785776866037,1712,1530.666278064182,1531,0.8940397350993378,51362.35733059811,45919.98834192546,154087.0719917943,172349.2434871181,0.8940397350993377
G,失能,康复理疗,142.67321480721697,6.0,28.0,False,856.0392888433018,856,765.333139032091,765,0.8940397350993378,23969.100087612453,21429.32789289855,154087.0719917943,172349.2434871181,0.8940397350993377
G,失能,助浴,142.67321480721697,4.0,25.0,False,570.6928592288679,571,510.2220926880606,510,0.8940397350993377,14267.321480721697,12755.552317201516,154087.0719917943,172349.2434871181,0.8940397350993377
G,失能,紧急救助,142.67321480721697,3.0,0.0,True,428.0196444216509,428,428.0196444216509,428,1.0,0.0,0.0,154087.0719917943,172349.2434871181,0.8940397350993377
H,自理,助餐,413.5353737718941,14.0,10.0,False,5789.495232806517,5789,5789.495232806517,5789,1.0,57894.95232806518,57894.95232806518,248121.22426313648,147218.5930627943,1.0
H,自理,日间照料,413.5353737718941,8.0,20.0,False,3308.282990175153,3308,3308.282990175153,3308,1.0,66165.65980350306,66165.65980350306,248121.22426313648,147218.5930627943,1.0
H,自理,上门护理,413.5353737718941,0.0,30.0,False,0.0,0,0.0,0,1.0,0.0,0.0,248121.22426313648,147218.5930627943,1.0
H,自理,康复理疗,413.5353737718941,2.0,28.0,False,827.0707475437882,827,827.0707475437882,827,1.0,23157.98093122607,23157.98093122607,248121.22426313648,147218.5930627943,1.0
H,自理,助浴,413.5353737718941,0.0,25.0,False,0.0,0,0.0,0,1.0,0.0,0.0,248121.22426313648,147218.5930627943,1.0
H,自理,紧急救助,413.5353737718941,0.15,0.0,True,62.03030606578412,62,62.03030606578412,62,1.0,0.0,0.0,248121.22426313648,147218.5930627943,1.0
H,半失能,助餐,122.69383530395658,20.0,10.0,False,2453.8767060791315,2454,2238.938600437164,2239,0.9124087591240877,24538.767060791317,22389.38600437164,92020.37647796744,100854.3326198523,0.9124087591240877
H,半失能,日间照料,122.69383530395658,14.0,20.0,False,1717.713694255392,1718,1567.2570203060147,1567,0.9124087591240876,34354.27388510784,31345.140406120296,92020.37647796744,100854.3326198523,0.9124087591240877
H,半失能,上门护理,122.69383530395658,6.0,30.0,False,736.1630118237395,736,671.6815801311492,672,0.9124087591240877,22084.890354712184,20150.447403934475,92020.37647796744,100854.3326198523,0.9124087591240877
H,半失能,康复理疗,122.69383530395658,4.0,28.0,False,490.7753412158263,491,447.78772008743283,448,0.9124087591240877,13741.709554043136,12538.05616244812,92020.37647796744,100854.3326198523,0.9124087591240877
H,半失能,助浴,122.69383530395658,2.0,25.0,False,245.38767060791315,245,223.89386004371642,224,0.9124087591240877,6134.691765197829,5597.34650109291,92020.37647796744,100854.3326198523,0.9124087591240877
H,半失能,紧急救助,122.69383530395658,1.0,0.0,True,122.69383530395658,123,122.69383530395658,123,1.0,0.0,0.0,92020.37647796744,100854.3326198523,0.9124087591240877
H,失能,助餐,90.88868714174913,22.0,10.0,False,1999.5511171184808,2000,1489.7317925551595,1490,0.7450331125827815,19995.511171184808,14897.317925551595,81799.81842757422,109793.53406723295,0.7450331125827815
H,失能,日间照料,90.88868714174913,18.0,20.0,False,1635.9963685514845,1636,1218.8714666360397,1219,0.7450331125827815,32719.92737102969,24377.429332720792,81799.81842757422,109793.53406723295,0.7450331125827815
H,失能,上门护理,90.88868714174913,12.0,30.0,False,1090.6642457009896,1091,812.5809777573598,813,0.7450331125827815,32719.927371029687,24377.429332720796,81799.81842757422,109793.53406723295,0.7450331125827815
H,失能,康复理疗,90.88868714174913,6.0,28.0,False,545.3321228504948,545,406.2904888786799,406,0.7450331125827815,15269.299439813854,11376.133688603039,81799.81842757422,109793.53406723295,0.7450331125827815
H,失能,助浴,90.88868714174913,4.0,25.0,False,363.5547485669965,364,270.86032591911993,271,0.7450331125827815,9088.868714174912,6771.508147977998,81799.81842757422,109793.53406723295,0.7450331125827815
H,失能,紧急救助,90.88868714174913,3.0,0.0,True,272.6660614252474,273,272.6660614252474,273,1.0,0.0,0.0,81799.81842757422,109793.53406723295,0.7450331125827815
I,自理,助餐,533.4246424460184,14.0,10.0,False,7467.944994244258,7468,7467.944994244258,7468,1.0,74679.44994244257,74679.44994244257,352060.2640143722,189899.17271078256,1.0
I,自理,日间照料,533.4246424460184,8.0,20.0,False,4267.397139568147,4267,4267.397139568147,4267,1.0,85347.94279136295,85347.94279136295,352060.2640143722,189899.17271078256,1.0
I,自理,上门护理,533.4246424460184,0.0,30.0,False,0.0,0,0.0,0,1.0,0.0,0.0,352060.2640143722,189899.17271078256,1.0
I,自理,康复理疗,533.4246424460184,2.0,28.0,False,1066.8492848920368,1067,1066.8492848920368,1067,1.0,29871.77997697703,29871.77997697703,352060.2640143722,189899.17271078256,1.0
I,自理,助浴,533.4246424460184,0.0,25.0,False,0.0,0,0.0,0,1.0,0.0,0.0,352060.2640143722,189899.17271078256,1.0
I,自理,紧急救助,533.4246424460184,0.15,0.0,True,80.01369636690276,80,80.01369636690276,80,1.0,0.0,0.0,352060.2640143722,189899.17271078256,1.0
I,半失能,助餐,159.45273328108794,20.0,10.0,False,3189.054665621759,3189,3189.054665621759,3189,1.0,31890.54665621759,31890.54665621759,131548.50495689755,131070.14675705429,1.0
